#       # k              E            BS weight       TS weight
      0.7765725     -1.7912160       0.0193534       0.0212168
      0.8197154     -1.7164088       0.0188518       0.0208976
      0.8628583     -1.6405501       0.0182907       0.0205487
      0.9060012     -1.5642305       0.0176661       0.0201703
      0.9491442     -1.4881185       0.0169757       0.0197647
      0.9922871     -1.4129743       0.0162210       0.0193368
      1.0354300     -1.3396650       0.0154100       0.0188962
      1.0785729     -1.2691791       0.0145608       0.0184588
      1.1217158     -1.2026379       0.0137073       0.0180488
      1.1648587     -1.1412956       0.0129048       0.0177012
      1.2080017     -1.0865213       0.0122343       0.0174618
      1.2511446     -1.0397476       0.0118012       0.0173847
      1.2942875     -1.0397476       0.0118012       0.0173847
      1.3374304     -1.0865213       0.0122343       0.0174618
      1.3805733     -1.1412956       0.0129048       0.0177012
      1.4237162     -1.2026379       0.0137073       0.0180488
      1.4668592     -1.2691791       0.0145608       0.0184588
      1.5100021     -1.3396650       0.0154100       0.0188962
      1.5531450     -1.4129743       0.0162210       0.0193368
      1.5962879     -1.4881185       0.0169757       0.0197647
      1.6394308     -1.5642305       0.0176661       0.0201703
      1.6825737     -1.6405501       0.0182907       0.0205487
      1.7257167     -1.7164088       0.0188518       0.0208976
      1.7688596     -1.7912160       0.0193534       0.0212168
      1.8120025     -1.8644474       0.0198005       0.0215070
      1.8551454     -1.9356350       0.0201981       0.0217698
      1.8982883     -2.0043589       0.0205511       0.0220068
      1.9414312     -2.0702415       0.0208641       0.0222198
      1.9845741     -2.1329421       0.0211411       0.0224106
      2.0277171     -2.1921529       0.0213857       0.0225810
      2.0708600     -2.2475963       0.0216010       0.0227324
      2.1140029     -2.2990222       0.0217898       0.0228664
      2.1571458     -2.3462059       0.0219546       0.0229841
      2.2002887     -2.3889474       0.0220972       0.0230867
      2.2434316     -2.4270695       0.0222194       0.0231750
      2.2865746     -2.4604174       0.0223226       0.0232501
      2.3297175     -2.4888580       0.0224081       0.0233124
      2.3728604     -2.5122793       0.0224768       0.0233627
      2.4160033     -2.5305900       0.0225294       0.0234013
      2.4591462     -2.5437195       0.0225666       0.0234287
      2.5022891     -2.5516172       0.0225888       0.0234450
      2.5454321     -2.5542532       0.0225961       0.0234504
 
      0.0000000     -2.5159839       0.0237721       0.0246284
      0.0431429     -2.5133622       0.0237645       0.0246228
      0.0862858     -2.5055072       0.0237414       0.0246057
      0.1294287     -2.4924498       0.0237026       0.0245771
      0.1725717     -2.4742412       0.0236477       0.0245367
      0.2157146     -2.4509534       0.0235760       0.0244841
      0.2588575     -2.4226795       0.0234866       0.0244188
      0.3020004     -2.3895336       0.0233786       0.0243402
      0.3451433     -2.3516517       0.0232506       0.0242474
      0.3882862     -2.3091921       0.0231010       0.0241396
      0.4314292     -2.2623360       0.0229280       0.0240156
      0.4745721     -2.2112886       0.0227292       0.0238743
      0.5177150     -2.1562805       0.0225021       0.0237142
      0.5608579     -2.0975691       0.0222436       0.0235337
      0.6040008     -2.0354408       0.0219502       0.0233310
      0.6471437     -1.9702138       0.0216179       0.0231041
      0.6902867     -1.9022415       0.0212420       0.0228509
      0.7334296     -1.8319169       0.0208175       0.0225694
      0.7765725     -1.7596780       0.0203389       0.0222575
      0.8197154     -1.6860151       0.0198005       0.0219134
      0.8628583     -1.6114791       0.0191967       0.0215360
      0.9060012     -1.5366922       0.0185231       0.0211254
      0.9491442     -1.4623602       0.0177772       0.0206839
      0.9922871     -1.3892869       0.0169611       0.0202168
      1.0354300     -1.3183881       0.0160842       0.0197346
      1.0785729     -1.2507048       0.0151678       0.0192546
      1.1217158     -1.1874095       0.0142506       0.0188036
      1.1648587     -1.1297990       0.0133946       0.0184191
      1.2080017     -1.0792636       0.0126882       0.0181498
      1.2511446     -1.0372190       0.0122418       0.0180511
      1.2942875     -1.0372190       0.0122418       0.0180511
      1.3374304     -1.0792636       0.0126882       0.0181498
      1.3805733     -1.1297990       0.0133946       0.0184191
      1.4237162     -1.1874095       0.0142506       0.0188036
      1.4668592     -1.2507048       0.0151678       0.0192546
      1.5100021     -1.3183881       0.0160842       0.0197346
      1.5531450     -1.3892869       0.0169611       0.0202168
      1.5962879     -1.4623602       0.0177772       0.0206839
      1.6394308     -1.5366922       0.0185231       0.0211254
      1.6825737     -1.6114791       0.0191967       0.0215360
      1.7257167     -1.6860151       0.0198005       0.0219134
      1.7688596     -1.7596780       0.0203389       0.0222575
      1.8120025     -1.8319169       0.0208175       0.0225694
      1.8551454     -1.9022415       0.0212420       0.0228509
      1.8982883     -1.9702138       0.0216179       0.0231041
      1.9414312     -2.0354408       0.0219502       0.0233310
      1.9845741     -2.0975691       0.0222436       0.0235337
      2.0277171     -2.1562805       0.0225021       0.0237142
      2.0708600     -2.2112886       0.0227292       0.0238743
      2.1140029     -2.2623360       0.0229280       0.0240156
      2.1571458     -2.3091921       0.0231010       0.0241396
      2.2002887     -2.3516517       0.0232506       0.0242474
      2.2434316     -2.3895336       0.0233786       0.0243402
      2.2865746     -2.4226795       0.0234866       0.0244188
      2.3297175     -2.4509534       0.0235760       0.0244841
      2.3728604     -2.4742412       0.0236477       0.0245367
      2.4160033     -2.4924498       0.0237026       0.0245771
      2.4591462     -2.5055072       0.0237414       0.0246057
      2.5022891     -2.5133622       0.0237645       0.0246228
      2.5454321     -2.5159839       0.0237721       0.0246284
 
      0.0000000     -2.4764317       0.0248825       0.0257300
      0.0431429     -2.4738242       0.0248746       0.0257242
      0.0862858     -2.4660124       0.0248507       0.0257065
      0.1294287     -2.4530273       0.0248105       0.0256769
      0.1725717     -2.4349214       0.0247537       0.0256349
      0.2157146     -2.4117680       0.0246793       0.0255803
      0.2588575     -2.3836619       0.0245867       0.0255124
      0.3020004     -2.3507198       0.0244745       0.0254305
      0.3451433     -2.3130805       0.0243414       0.0253338
      0.3882862     -2.2709058       0.0241856       0.0252212
      0.4314292     -2.2243814       0.0240050       0.0250915
      0.4745721     -2.1737179       0.0237971       0.0249434
      0.5177150     -2.1191520       0.0235591       0.0247751
      0.5608579     -2.0609490       0.0232876       0.0245849
      0.6040008     -1.9994046       0.0229786       0.0243708
      0.6471437     -1.9348481       0.0226276       0.0241304
      0.6902867     -1.8676464       0.0222295       0.0238614
      0.7334296     -1.7982088       0.0217785       0.0235612
      0.7765725     -1.7269929       0.0212686       0.0232275
      0.8197154     -1.6545125       0.0206931       0.0228580
      0.8628583     -1.5813470       0.0200461       0.0224514
      0.9060012     -1.5081522       0.0193223       0.0220076
      0.9491442     -1.4356736       0.0185194       0.0215287
      0.9922871     -1.3647601       0.0176399       0.0210206
      1.0354300     -1.2963782       0.0166952       0.0204947
      1.0785729     -1.2316211       0.0157098       0.0199701
      1.1217158     -1.1717106       0.0147282       0.0194758
      1.1648587     -1.1179801       0.0138194       0.0190527
      1.2080017     -1.0718293       0.0130790       0.0187519
      1.2511446     -1.0346405       0.0126220       0.0186300
      1.2942875     -1.0346405       0.0126220       0.0186300
      1.3374304     -1.0718293       0.0130790       0.0187519
      1.3805733     -1.1179801       0.0138194       0.0190527
      1.4237162     -1.1717106       0.0147282       0.0194758
      1.4668592     -1.2316211       0.0157098       0.0199701
      1.5100021     -1.2963782       0.0166952       0.0204947
      1.5531450     -1.3647601       0.0176399       0.0210206
      1.5962879     -1.4356736       0.0185194       0.0215287
      1.6394308     -1.5081522       0.0193223       0.0220076
      1.6825737     -1.5813470       0.0200461       0.0224514
      1.7257167     -1.6545125       0.0206931       0.0228580
      1.7688596     -1.7269929       0.0212686       0.0232275
      1.8120025     -1.7982088       0.0217785       0.0235612
      1.8551454     -1.8676464       0.0222295       0.0238614
      1.8982883     -1.9348481       0.0226276       0.0241304
      1.9414312     -1.9994046       0.0229786       0.0243708
      1.9845741     -2.0609490       0.0232876       0.0245849
      2.0277171     -2.1191520       0.0235591       0.0247751
      2.0708600     -2.1737179       0.0237971       0.0249434
      2.1140029     -2.2243814       0.0240050       0.0250915
      2.1571458     -2.2709058       0.0241856       0.0252212
      2.2002887     -2.3130805       0.0243414       0.0253338
      2.2434316     -2.3507198       0.0244745       0.0254305
      2.2865746     -2.3836619       0.0245867       0.0255124
      2.3297175     -2.4117680       0.0246793       0.0255803
      2.3728604     -2.4349214       0.0247537       0.0256349
      2.4160033     -2.4530273       0.0248105       0.0256769
      2.4591462     -2.4660124       0.0248507       0.0257065
      2.5022891     -2.4738242       0.0248746       0.0257242
      2.5454321     -2.4764317       0.0248825       0.0257300
 
      0.0000000     -2.4356430       0.0259190       0.0267462
      0.0431429     -2.4330499       0.0259108       0.0267402
      0.0862858     -2.4252810       0.0258863       0.0267220
      0.1294287     -2.4123684       0.0258451       0.0266915
      0.1725717     -2.3943653       0.0257867       0.0266483
      0.2157146     -2.3713464       0.0257103       0.0265920
      0.2588575     -2.3434086       0.0256149       0.0265219
      0.3020004     -2.3106709       0.0254993       0.0264373
      0.3451433     -2.2732753       0.0253618       0.0263371
      0.3882862     -2.2313873       0.0252007       0.0262203
      0.4314292     -2.1851973       0.0250135       0.0260855
      0.4745721     -2.1349212       0.0247976       0.0259312
      0.5177150     -2.0808029       0.0245498       0.0257554
      0.5608579     -2.0231155       0.0242662       0.0255562
      0.6040008     -1.9621647       0.0239426       0.0253313
      0.6471437     -1.8982916       0.0235739       0.0250779
      0.6902867     -1.8318776       0.0231544       0.0247934
      0.7334296     -1.7633491       0.0226776       0.0244748
      0.7765725     -1.6931849       0.0221366       0.0241193
      0.8197154     -1.6219239       0.0215242       0.0237242
      0.8628583     -1.5501757       0.0208333       0.0232878
      0.9060012     -1.4786319       0.0200584       0.0228096
      0.9491442     -1.4080798       0.0191969       0.0222920
      0.9922871     -1.3394158       0.0182522       0.0217411
      1.0354300     -1.2736580       0.0172376       0.0211694
      1.0785729     -1.2119520       0.0161818       0.0205980
      1.1217158     -1.1555656       0.0151352       0.0200586
      1.1648587     -1.1058610       0.0141745       0.0195951
      1.2080017     -1.0642351       0.0134026       0.0192615
      1.2511446     -1.0320188       0.0129376       0.0191150
      1.2942875     -1.0320188       0.0129376       0.0191150
      1.3374304     -1.0642351       0.0134026       0.0192615
      1.3805733     -1.1058610       0.0141745       0.0195951
      1.4237162     -1.1555656       0.0151352       0.0200586
      1.4668592     -1.2119520       0.0161818       0.0205980
      1.5100021     -1.2736580       0.0172376       0.0211694
      1.5531450     -1.3394158       0.0182522       0.0217411
      1.5962879     -1.4080798       0.0191969       0.0222920
      1.6394308     -1.4786319       0.0200584       0.0228096
      1.6825737     -1.5501757       0.0208333       0.0232878
      1.7257167     -1.6219239       0.0215242       0.0237242
      1.7688596     -1.6931849       0.0221366       0.0241193
      1.8120025     -1.7633491       0.0226776       0.0244748
      1.8551454     -1.8318776       0.0231544       0.0247934
      1.8982883     -1.8982916       0.0235739       0.0250779
      1.9414312     -1.9621647       0.0239426       0.0253313
      1.9845741     -2.0231155       0.0242662       0.0255562
      2.0277171     -2.0808029       0.0245498       0.0257554
      2.0708600     -2.1349212       0.0247976       0.0259312
      2.1140029     -2.1851973       0.0250135       0.0260855
      2.1571458     -2.2313873       0.0252007       0.0262203
      2.2002887     -2.2732753       0.0253618       0.0263371
      2.2434316     -2.3106709       0.0254993       0.0264373
      2.2865746     -2.3434086       0.0256149       0.0265219
      2.3297175     -2.3713464       0.0257103       0.0265920
      2.3728604     -2.3943653       0.0257867       0.0266483
      2.4160033     -2.4123684       0.0258451       0.0266915
      2.4591462     -2.4252810       0.0258863       0.0267220
      2.5022891     -2.4330499       0.0259108       0.0267402
      2.5454321     -2.4356430       0.0259190       0.0267462
 
      0.0000000     -2.3936674       0.0268740       0.0276687
      0.0431429     -2.3910884       0.0268657       0.0276625
      0.0862858     -2.3833624       0.0268408       0.0276440
      0.1294287     -2.3705217       0.0267988       0.0276128
      0.1725717     -2.3526208       0.0267393       0.0275686
      0.2157146     -2.3297360       0.0266613       0.0275110
      0.2588575     -2.3019659       0.0265639       0.0274392
      0.3020004     -2.2694322       0.0264457       0.0273523
      0.3451433     -2.2322802       0.0263048       0.0272494
      0.3882862     -2.1906793       0.0261394       0.0271291
      0.4314292     -2.1448246       0.0259468       0.0269899
      0.4745721     -2.0949381       0.0257240       0.0268302
      0.5177150     -2.0412707       0.0254676       0.0266477
      0.5608579     -1.9841041       0.0251734       0.0264403
      0.6040008     -1.9237545       0.0248365       0.0262052
      0.6471437     -1.8605757       0.0244514       0.0259396
      0.6902867     -1.7949641       0.0240115       0.0256402
      0.7334296     -1.7273650       0.0235098       0.0253036
      0.7765725     -1.6582793       0.0229383       0.0249264
      0.8197154     -1.5882730       0.0222889       0.0245055
      0.8628583     -1.5179878       0.0215539       0.0240387
      0.9060012     -1.4481533       0.0207269       0.0235252
      0.9491442     -1.3796011       0.0198053       0.0229674
      0.9922871     -1.3132770       0.0187935       0.0223718
      1.0354300     -1.2502519       0.0177071       0.0217524
      1.0785729     -1.1917230       0.0165794       0.0211320
      1.1217158     -1.1390000       0.0154674       0.0205457
      1.1648587     -1.0934654       0.0144561       0.0200405
      1.2080017     -1.0564986       0.0136554       0.0196729
      1.2511446     -1.0293607       0.0131851       0.0195006
      1.2942875     -1.0293607       0.0131851       0.0195006
      1.3374304     -1.0564986       0.0136554       0.0196729
      1.3805733     -1.0934654       0.0144561       0.0200405
      1.4237162     -1.1390000       0.0154674       0.0205457
      1.4668592     -1.1917230       0.0165794       0.0211320
      1.5100021     -1.2502519       0.0177071       0.0217524
      1.5531450     -1.3132770       0.0187935       0.0223718
      1.5962879     -1.3796011       0.0198053       0.0229674
      1.6394308     -1.4481533       0.0207269       0.0235252
      1.6825737     -1.5179878       0.0215539       0.0240387
      1.7257167     -1.5882730       0.0222889       0.0245055
      1.7688596     -1.6582793       0.0229383       0.0249264
      1.8120025     -1.7273650       0.0235098       0.0253036
      1.8551454     -1.7949641       0.0240115       0.0256402
      1.8982883     -1.8605757       0.0244514       0.0259396
      1.9414312     -1.9237545       0.0248365       0.0262052
      1.9845741     -1.9841041       0.0251734       0.0264403
      2.0277171     -2.0412707       0.0254676       0.0266477
      2.0708600     -2.0949381       0.0257240       0.0268302
      2.1140029     -2.1448246       0.0259468       0.0269899
      2.1571458     -2.1906793       0.0261394       0.0271291
      2.2002887     -2.2322802       0.0263048       0.0272494
      2.2434316     -2.2694322       0.0264457       0.0273523
      2.2865746     -2.3019659       0.0265639       0.0274392
      2.3297175     -2.3297360       0.0266613       0.0275110
      2.3728604     -2.3526208       0.0267393       0.0275686
      2.4160033     -2.3705217       0.0267988       0.0276128
      2.4591462     -2.3833624       0.0268408       0.0276440
      2.5022891     -2.3910884       0.0268657       0.0276625
      2.5454321     -2.3936674       0.0268740       0.0276687
 
      0.0000000     -2.3505571       0.0277406       0.0284897
      0.0431429     -2.3479921       0.0277322       0.0284835
      0.0862858     -2.3403084       0.0277071       0.0284647
      0.1294287     -2.3275389       0.0276647       0.0284331
      0.1725717     -2.3097390       0.0276046       0.0283883
      0.2157146     -2.2869868       0.0275258       0.0283298
      0.2588575     -2.2593829       0.0274272       0.0282568
      0.3020004     -2.2270518       0.0273072       0.0281684
      0.3451433     -2.1901418       0.0271641       0.0280634
      0.3882862     -2.1488268       0.0269955       0.0279404
      0.4314292     -2.1033068       0.0267988       0.0277977
      0.4745721     -2.0538101       0.0265706       0.0276334
      0.5177150     -2.0005949       0.0263072       0.0274452
      0.5608579     -1.9439522       0.0260038       0.0272305
      0.6040008     -1.8842092       0.0256552       0.0269863
      0.6471437     -1.8217331       0.0252551       0.0267092
      0.6902867     -1.7569367       0.0247962       0.0263956
      0.7334296     -1.6902849       0.0242707       0.0260415
      0.7765725     -1.6223026       0.0236695       0.0256429
      0.8197154     -1.5535846       0.0229836       0.0251962
      0.8628583     -1.4848068       0.0222041       0.0246985
      0.9060012     -1.4167396       0.0213241       0.0241488
      0.9491442     -1.3502607       0.0203411       0.0235494
      0.9922871     -1.2863679       0.0192602       0.0229074
      1.0354300     -1.2261856       0.0181000       0.0222381
      1.0785729     -1.1709612       0.0168989       0.0215669
      1.1217158     -1.1220412       0.0157215       0.0209318
      1.1648587     -1.0808180       0.0146613       0.0203837
      1.2080017     -1.0486379       0.0138346       0.0199815
      1.2511446     -1.0266732       0.0133619       0.0197826
      1.2942875     -1.0266732       0.0133619       0.0197826
      1.3374304     -1.0486379       0.0138346       0.0199815
      1.3805733     -1.0808180       0.0146613       0.0203837
      1.4237162     -1.1220412       0.0157215       0.0209318
      1.4668592     -1.1709612       0.0168989       0.0215669
      1.5100021     -1.2261856       0.0181000       0.0222381
      1.5531450     -1.2863679       0.0192602       0.0229074
      1.5962879     -1.3502607       0.0203411       0.0235494
      1.6394308     -1.4167396       0.0213241       0.0241488
      1.6825737     -1.4848068       0.0222041       0.0246985
      1.7257167     -1.5535846       0.0229836       0.0251962
      1.7688596     -1.6223026       0.0236695       0.0256429
      1.8120025     -1.6902849       0.0242707       0.0260415
      1.8551454     -1.7569367       0.0247962       0.0263956
      1.8982883     -1.8217331       0.0252551       0.0267092
      1.9414312     -1.8842092       0.0256552       0.0269863
      1.9845741     -1.9439522       0.0260038       0.0272305
      2.0277171     -2.0005949       0.0263072       0.0274452
      2.0708600     -2.0538101       0.0265706       0.0276334
      2.1140029     -2.1033068       0.0267988       0.0277977
      2.1571458     -2.1488268       0.0269955       0.0279404
      2.2002887     -2.1901418       0.0271641       0.0280634
      2.2434316     -2.2270518       0.0273072       0.0281684
      2.2865746     -2.2593829       0.0274272       0.0282568
      2.3297175     -2.2869868       0.0275258       0.0283298
      2.3728604     -2.3097390       0.0276046       0.0283883
      2.4160033     -2.3275389       0.0276647       0.0284331
      2.4591462     -2.3403084       0.0277071       0.0284647
      2.5022891     -2.3479921       0.0277322       0.0284835
      2.5454321     -2.3505571       0.0277406       0.0284897
 
      0.0000000     -2.3063677       0.0285124       0.0292024
      0.0431429     -2.3038165       0.0285041       0.0291962
      0.0862858     -2.2961742       0.0284789       0.0291773
      0.1294287     -2.2834745       0.0284366       0.0291456
      0.1725717     -2.2657740       0.0283765       0.0291006
      0.2157146     -2.2431521       0.0282976       0.0290418
      0.2588575     -2.2157119       0.0281986       0.0289682
      0.3020004     -2.1835804       0.0280780       0.0288789
      0.3451433     -2.1469097       0.0279338       0.0287726
      0.3882862     -2.1058777       0.0277635       0.0286478
      0.4314292     -2.0606899       0.0275642       0.0285026
      0.4745721     -2.0115811       0.0273323       0.0283348
      0.5177150     -1.9588173       0.0270635       0.0281420
      0.5608579     -1.9026993       0.0267528       0.0279211
      0.6040008     -1.8435658       0.0263943       0.0276688
      0.6471437     -1.7817984       0.0259810       0.0273814
      0.6902867     -1.7178273       0.0255049       0.0270545
      0.7334296     -1.6521383       0.0249569       0.0266836
      0.7765725     -1.5852821       0.0243271       0.0262641
      0.8197154     -1.5178842       0.0236051       0.0257916
      0.8628583     -1.4506572       0.0227812       0.0252627
      0.9060012     -1.3844146       0.0218475       0.0246759
      0.9491442     -1.3200831       0.0208013       0.0240334
      0.9922871     -1.2587142       0.0196493       0.0233433
      1.0354300     -1.2014866       0.0184134       0.0226221
      1.0785729     -1.1496955       0.0171376       0.0218980
      1.1217158     -1.1047181       0.0158950       0.0212128
      1.1648587     -1.0679448       0.0147878       0.0206209
      1.2080017     -1.0406719       0.0139385       0.0201836
      1.2511446     -1.0239635       0.0134661       0.0199579
      1.2942875     -1.0239635       0.0134661       0.0199579
      1.3374304     -1.0406719       0.0139385       0.0201836
      1.3805733     -1.0679448       0.0147878       0.0206209
      1.4237162     -1.1047181       0.0158950       0.0212128
      1.4668592     -1.1496955       0.0171376       0.0218980
      1.5100021     -1.2014866       0.0184134       0.0226221
      1.5531450     -1.2587142       0.0196493       0.0233433
      1.5962879     -1.3200831       0.0208013       0.0240334
      1.6394308     -1.3844146       0.0218475       0.0246759
      1.6825737     -1.4506572       0.0227812       0.0252627
      1.7257167     -1.5178842       0.0236051       0.0257916
      1.7688596     -1.5852821       0.0243271       0.0262641
      1.8120025     -1.6521383       0.0249569       0.0266836
      1.8551454     -1.7178273       0.0255049       0.0270545
      1.8982883     -1.7817984       0.0259810       0.0273814
      1.9414312     -1.8435658       0.0263943       0.0276688
      1.9845741     -1.9026993       0.0267528       0.0279211
      2.0277171     -1.9588173       0.0270635       0.0281420
      2.0708600     -2.0115811       0.0273323       0.0283348
      2.1140029     -2.0606899       0.0275642       0.0285026
      2.1571458     -2.1058777       0.0277635       0.0286478
      2.2002887     -2.1469097       0.0279338       0.0287726
      2.2434316     -2.1835804       0.0280780       0.0288789
      2.2865746     -2.2157119       0.0281986       0.0289682
      2.3297175     -2.2431521       0.0282976       0.0290418
      2.3728604     -2.2657740       0.0283765       0.0291006
      2.4160033     -2.2834745       0.0284366       0.0291456
      2.4591462     -2.2961742       0.0284789       0.0291773
      2.5022891     -2.3038165       0.0285041       0.0291962
      2.5454321     -2.3063677       0.0285124       0.0292024
 
      0.0000000     -2.2611584       0.0291838       0.0298007
      0.0431429     -2.2586206       0.0291756       0.0297945
      0.0862858     -2.2510186       0.0291508       0.0297758
      0.1294287     -2.2383869       0.0291089       0.0297443
      0.1725717     -2.2207831       0.0290494       0.0296995
      0.2157146     -2.1982885       0.0289712       0.0296409
      0.2588575     -2.1710082       0.0288730       0.0295674
      0.3020004     -2.1390722       0.0287530       0.0294780
      0.3451433     -2.1026362       0.0286091       0.0293714
      0.3882862     -2.0618827       0.0284386       0.0292457
      0.4314292     -2.0170227       0.0282385       0.0290991
      0.4745721     -1.9682976       0.0280047       0.0289291
      0.5177150     -1.9159821       0.0277326       0.0287329
      0.5608579     -1.8603869       0.0274167       0.0285071
      0.6040008     -1.8018632       0.0270504       0.0282481
      0.6471437     -1.7408077       0.0266260       0.0279515
      0.6902867     -1.6776692       0.0261345       0.0276124
      0.7334296     -1.6129562       0.0255659       0.0272256
      0.7765725     -1.5472464       0.0249088       0.0267858
      0.8197154     -1.4811985       0.0241516       0.0262878
      0.8628583     -1.4155644       0.0232832       0.0257274
      0.9060012     -1.3512032       0.0222950       0.0251027
      0.9491442     -1.2890938       0.0211843       0.0244159
      0.9922871     -1.2303428       0.0199591       0.0236757
      1.0354300     -1.1761836       0.0186452       0.0229006
      1.0785729     -1.1279565       0.0172936       0.0221219
      1.1217158     -1.0870614       0.0159861       0.0213854
      1.1648587     -1.0548733       0.0148344       0.0207492
      1.2080017     -1.0326203       0.0139659       0.0202770
      1.2511446     -1.0212390       0.0134966       0.0200243
      1.2942875     -1.0212390       0.0134966       0.0200243
      1.3374304     -1.0326203       0.0139659       0.0202770
      1.3805733     -1.0548733       0.0148344       0.0207492
      1.4237162     -1.0870614       0.0159861       0.0213854
      1.4668592     -1.1279565       0.0172936       0.0221219
      1.5100021     -1.1761836       0.0186452       0.0229006
      1.5531450     -1.2303428       0.0199591       0.0236757
      1.5962879     -1.2890938       0.0211843       0.0244159
      1.6394308     -1.3512032       0.0222950       0.0251027
      1.6825737     -1.4155644       0.0232832       0.0257274
      1.7257167     -1.4811985       0.0241516       0.0262878
      1.7688596     -1.5472464       0.0249088       0.0267858
      1.8120025     -1.6129562       0.0255659       0.0272256
      1.8551454     -1.6776692       0.0261345       0.0276124
      1.8982883     -1.7408077       0.0266260       0.0279515
      1.9414312     -1.8018632       0.0270504       0.0282481
      1.9845741     -1.8603869       0.0274167       0.0285071
      2.0277171     -1.9159821       0.0277326       0.0287329
      2.0708600     -1.9682976       0.0280047       0.0289291
      2.1140029     -2.0170227       0.0282385       0.0290991
      2.1571458     -2.0618827       0.0284386       0.0292457
      2.2002887     -2.1026362       0.0286091       0.0293714
      2.2434316     -2.1390722       0.0287530       0.0294780
      2.2865746     -2.1710082       0.0288730       0.0295674
      2.3297175     -2.1982885       0.0289712       0.0296409
      2.3728604     -2.2207831       0.0290494       0.0296995
      2.4160033     -2.2383869       0.0291089       0.0297443
      2.4591462     -2.2510186       0.0291508       0.0297758
      2.5022891     -2.2586206       0.0291756       0.0297945
      2.5454321     -2.2611584       0.0291838       0.0298007
 
      0.0000000     -2.2149919       0.0297498       0.0302793
      0.0431429     -2.2124669       0.0297418       0.0302732
      0.0862858     -2.2049039       0.0297176       0.0302548
      0.1294287     -2.1923378       0.0296768       0.0302239
      0.1725717     -2.1748275       0.0296186       0.0301798
      0.2157146     -2.1524560       0.0295420       0.0301220
      0.2588575     -2.1253307       0.0294456       0.0300494
      0.3020004     -2.0935846       0.0293275       0.0299608
      0.3451433     -2.0573772       0.0291855       0.0298548
      0.3882862     -2.0168957       0.0290167       0.0297295
      0.4314292     -1.9723567       0.0288176       0.0295827
      0.4745721     -1.9240091       0.0285841       0.0294118
      0.5177150     -1.8721360       0.0283110       0.0292136
      0.5608579     -1.8170590       0.0279923       0.0289845
      0.6040008     -1.7591424       0.0276207       0.0287203
      0.6471437     -1.6987992       0.0271877       0.0284159
      0.6902867     -1.6364977       0.0266833       0.0280660
      0.7334296     -1.5727706       0.0260961       0.0276645
      0.7765725     -1.5082251       0.0254134       0.0272052
      0.8197154     -1.4435551       0.0246220       0.0266819
      0.8628583     -1.3795546       0.0237094       0.0260899
      0.9060012     -1.3171315       0.0226659       0.0254265
      0.9491442     -1.2573192       0.0214889       0.0246940
      0.9922871     -1.2012820       0.0201883       0.0239020
      1.0354300     -1.1503075       0.0187943       0.0230712
      1.0785729     -1.1057769       0.0173657       0.0222362
      1.1217158     -1.0691037       0.0159941       0.0214473
      1.1648587     -1.0416322       0.0148005       0.0207668
      1.2080017     -1.0245032       0.0139165       0.0202601
      1.2511446     -1.0185068       0.0134531       0.0199812
      1.2942875     -1.0185068       0.0134531       0.0199812
      1.3374304     -1.0245032       0.0139165       0.0202601
      1.3805733     -1.0416322       0.0148005       0.0207668
      1.4237162     -1.0691037       0.0159941       0.0214473
      1.4668592     -1.1057769       0.0173657       0.0222362
      1.5100021     -1.1503075       0.0187943       0.0230712
      1.5531450     -1.2012820       0.0201883       0.0239020
      1.5962879     -1.2573192       0.0214889       0.0246940
      1.6394308     -1.3171315       0.0226659       0.0254265
      1.6825737     -1.3795546       0.0237094       0.0260899
      1.7257167     -1.4435551       0.0246220       0.0266819
      1.7688596     -1.5082251       0.0254134       0.0272052
      1.8120025     -1.5727706       0.0260961       0.0276645
      1.8551454     -1.6364977       0.0266833       0.0280660
      1.8982883     -1.6987992       0.0271877       0.0284159
      1.9414312     -1.7591424       0.0276207       0.0287203
      1.9845741     -1.8170590       0.0279923       0.0289845
      2.0277171     -1.8721360       0.0283110       0.0292136
      2.0708600     -1.9240091       0.0285841       0.0294118
      2.1140029     -1.9723567       0.0288176       0.0295827
      2.1571458     -2.0168957       0.0290167       0.0297295
      2.2002887     -2.0573772       0.0291855       0.0298548
      2.2434316     -2.0935846       0.0293275       0.0299608
      2.2865746     -2.1253307       0.0294456       0.0300494
      2.3297175     -2.1524560       0.0295420       0.0301220
      2.3728604     -2.1748275       0.0296186       0.0301798
      2.4160033     -2.1923378       0.0296768       0.0302239
      2.4591462     -2.2049039       0.0297176       0.0302548
      2.5022891     -2.2124669       0.0297418       0.0302732
      2.5454321     -2.2149919       0.0297498       0.0302793
 
      0.0000000     -2.1679350       0.0302060       0.0306337
      0.0431429     -2.1654224       0.0301983       0.0306278
      0.0862858     -2.1578964       0.0301750       0.0306100
      0.1294287     -2.1453929       0.0301358       0.0305799
      0.1725717     -2.1279721       0.0300798       0.0305371
      0.2157146     -2.1057185       0.0300058       0.0304807
      0.2588575     -2.0787420       0.0299125       0.0304098
      0.3020004     -2.0471788       0.0297978       0.0303230
      0.3451433     -2.0111920       0.0296594       0.0302188
      0.3882862     -1.9709738       0.0294942       0.0300951
      0.4314292     -1.9267471       0.0292984       0.0299496
      0.4745721     -1.8787679       0.0290675       0.0297793
      0.5177150     -1.8273286       0.0287961       0.0295808
      0.5608579     -1.7727622       0.0284774       0.0293500
      0.6040008     -1.7154470       0.0281034       0.0290822
